Event,Ardn_time[ms],ADC[0-1023],SiPM[mV],Deadtime[ms],"Temp[C],"
4586,4069585,710,362.55,119708,14.13
4587,4069732,240,41.21,119726,14.13
4588,4069829,179,30.55,119759,14.13
4589,4070496,184,31.36,119860,14.13
4590,4070817,177,30.25,119878,14.13
4591,4071054,167,28.76,119896,14.13
4592,4071238,255,43.96,119914,14.13
4593,4071501,103,22.23,119938,14.13
4594,4071790,230,39.39,119956,14.13
4595,4071896,271,46.93,119974,14.13
4596,4072054,67,18.51,119992,14.13
4597,4072149,359,69.86,120010,14.13
4598,4072805,387,81.05,120027,14.13
4599,4073008,240,41.21,120049,14.13
4600,4073035,359,69.86,120067,14.13
4601,4073458,67,18.51,120085,14.13
4602,4073694,199,33.86,120106,14.13
4603,4073995,92,21.32,120207,14.13
4604,4074540,423,97.36,120232,14.13
4605,4074648,361,70.62,120250,14.13
4606,4074857,152,26.78,120268,14.13
4607,4076188,88,20.96,120286,14.13
4608,4076404,211,35.96,120304,14.13
4609,4076587,246,42.3,120322,14.13
4610,4077509,255,43.96,120340,14.13
4611,4077979,63,17.91,120362,14.13
4612,4078491,300,52.79,120380,14.13
4613,4078942,238,40.82,120398,14.13
4614,4079139,198,33.69,120416,14.13
4615,4079680,124,23.92,120434,14.13
4616,4079906,318,57.28,120457,14.13
4617,4080400,184,31.36,120568,14.13
4618,4080449,415,95,120586,14.13
4619,4080690,432,101.61,120604,14.13
4620,4080751,224,38.29,120622,14.13
4621,4080951,60,17.43,120640,14.13
4622,4081304,63,17.91,120664,14.13
4623,4081522,291,50.97,120682,14.13
4624,4081601,496,144.49,120700,14.13
4625,4081811,96,21.67,120718,14.13
4626,4082240,271,46.93,120736,14.13
4627,4082318,384,80.08,120754,14.13
4628,4082390,209,35.61,120776,14.13
4629,4082451,355,68.3,120794,14.13
4630,4082493,263,45.37,120815,14.13
4631,4082831,271,46.93,120916,14.13
4632,4083086,246,42.3,120934,14.13
4633,4083608,231,39.55,120959,14.13
4634,4083946,112,22.94,120977,14.13
4635,4084162,319,57.64,120995,14.13
4636,4084246,83,20.46,121013,14.13
4637,4084467,179,30.55,121031,14.13
4638,4084773,582,193.83,121048,14.13
4639,4084912,216,36.85,121066,14.13
4640,4085164,403,88.99,121087,14.13
4641,4085384,384,80.08,121105,14.13
4642,4085750,304,53.73,121123,14.13
4643,4085984,326,59.13,121234,14.13
4644,4086113,124,23.92,121342,14.13
4645,4086293,255,43.96,121360,14.13
4646,4086437,255,43.96,121378,14.13
4647,4086482,344,64.67,121400,14.13
4648,4086814,140,25.42,121418,14.13
4649,4086911,99,21.91,121436,14.13
4650,4087221,255,43.96,121460,14.13
4651,4088276,147,26.19,121478,14.13
4652,4088487,192,32.67,121496,14.13
4653,4088964,268,46.26,121514,14.13
4654,4089251,108,22.63,121532,14.13
4655,4089398,391,82.35,121550,14.13
4656,4089493,238,40.82,121567,14.13
4657,4089806,630,227.74,121603,14.13
4658,4091616,291,50.97,121704,14.13
4659,4092623,56,16.76,121722,14.13
4660,4092810,252,43.42,121740,14.13
4661,4092842,483,132.6,121764,14.13
4662,4093126,399,87.3,121782,14.13
4663,4093151,56,16.76,121800,14.13
4664,4093545,156,27.28,121818,14.13
4665,4093855,248,42.69,121836,14.13
4666,4094124,254,43.77,121854,14.13
4667,4094389,259,44.69,121876,14.13
4668,4094674,249,42.85,121894,14.13
4669,4095253,249,42.85,121912,14.13
4670,4095278,217,37.04,121930,14.13
4671,4095565,145,25.96,121951,14.13
4672,4095812,337,62.3,122061,14.13
4673,4096313,192,32.67,122079,14.13
4674,4096339,231,39.55,122097,14.13
4675,4096553,204,34.73,122115,14.13
4676,4096976,56,16.76,122133,14.13
4677,4097171,401,87.91,122155,14.13
4678,4097514,135,24.92,122180,14.13
4679,4098011,188,32.01,122198,14.13
4680,4098031,76,19.69,122216,14.13
4681,4098624,158,27.53,122234,14.13
4682,4098702,332,61.17,122252,14.02
4683,4099291,204,34.73,122270,14.13
4684,4100331,211,35.96,122288,14.02
4685,4100412,216,36.85,122313,14.02
4686,4100736,199,33.86,122413,14.13
4687,4101065,252,43.42,122431,14.13
4688,4101870,588,183.26,122449,14.13
4689,4101974,195,33.17,122467,14.13
4690,4103342,240,41.21,122491,14.13
4691,4103564,188,32.01,122509,14.13
4692,4103654,481,129.57,122527,14.02
4693,4103923,385,80.11,122545,14.13
4694,4103956,335,61.77,122563,14.13
4695,4104518,432,101.61,122581,14.13
4696,4105219,335,61.77,122603,14.02
4697,4105551,199,33.86,122621,14.02
4698,4105834,179,30.55,122639,14.13
4699,4106273,280,48.67,122660,14.13
4700,4106385,176,30.09,122761,14.02
4701,4106496,497,142.37,122786,14.13
4702,4106719,184,31.36,122804,14.13
4703,4106824,284,49.41,122822,14.13
4704,4106950,583,201.26,122929,14.02
4705,4106975,319,57.64,122947,13.92
4706,4107055,275,47.73,122965,14.02
4707,4107307,71,19.06,122996,14.13
4708,4107332,231,39.55,123014,14.13
4709,4107463,297,52.13,123032,14.13
4710,4107521,262,45.24,123050,14.02
4711,4107629,207,35.26,123068,14.02
4712,4107773,224,38.29,123086,14.13
4713,4107804,316,56.81,123113,14.13
4714,4108265,376,76.43,123212,14.02
4715,4108425,243,41.74,123230,14.13
4716,4109178,62,17.75,123248,14.13
4717,4109732,319,57.64,123266,13.92
4718,4110585,287,50.23,123291,14.13
4719,4110613,252,43.42,123309,14.13
4720,4110915,79,20.03,123327,14.02
4721,4111125,255,43.96,123345,14.13
4722,4111454,201,34.22,123363,14.13
4723,4113147,96,21.67,123381,14.13
4724,4113414,319,57.64,123399,14.13
4725,4113700,71,19.06,123420,14.13
4726,4113909,147,26.19,123438,14.13
4727,4114241,230,39.39,123459,14.13
4728,4114651,124,23.92,123559,14.02
4729,4114918,284,49.41,123577,14.13
4730,4115209,79,20.03,123601,14.02
4731,4115387,376,76.43,123619,14.13
4732,4115684,835,828.23,123637,14.13
4733,4116509,201,34.22,123655,13.92
4734,4116693,207,35.26,123673,14.02
4735,4116795,159,27.66,123691,14.02
4736,4117810,60,17.43,123716,14.02
4737,4117885,254,43.77,123738,14.02
4738,4117985,147,26.19,123756,14.02
4739,4118089,184,31.36,123774,14.02
4740,4118363,300,52.79,123797,14.13
4741,4118692,192,32.67,123905,14.02
4742,4118912,515,147.53,123923,14.13
4743,4119140,94,21.5,123941,13.92
4744,4119242,332,61.17,123959,14.02
4745,4119523,92,21.32,123977,14.13
4746,4119635,159,27.66,123995,13.92
4747,4120162,211,35.96,124017,14.13
4748,4120225,120,23.58,124035,13.92
4749,4120361,231,39.55,124053,14.02
4750,4120448,364,71.71,124071,13.92
4751,4122475,211,35.96,124089,13.92
4752,4122954,224,38.29,124107,13.92
4753,4123009,560,175.34,124125,14.13
4754,4123554,88,20.96,124150,14.02
4755,4123709,624,242.54,124251,13.92
4756,4123974,103,22.23,124269,13.92
4757,4124623,348,65.64,124287,14.02
4758,4125724,551,164.56,124305,14.02
4759,4125878,462,120.87,124329,13.81
4760,4125937,220,37.58,124347,14.13
4761,4126763,305,53.88,124365,13.92
4762,4127069,79,20.03,124383,13.92
4763,4127108,819,689.1,124401,14.13
4764,4127367,312,55.68,124419,14.02
4765,4127614,220,37.58,124441,13.92
4766,4127721,140,25.42,124459,14.02
4767,4128033,344,64.67,124571,13.92
4768,4128106,255,43.96,124594,14.02
4769,4128327,88,20.96,124702,13.92
4770,4128414,287,50.23,124720,13.92
4771,4128456,217,37.04,124738,14.13
4772,4129060,364,71.71,124756,14.02
4773,4129505,51,15.86,124774,14.13
4774,4129688,312,55.68,124792,14.02
4775,4130044,467,121.56,124810,13.92
4776,4130131,231,39.55,124832,13.92
4777,4130229,327,59.28,124850,13.92
4778,4130595,675,317.99,124868,14.13
4779,4130728,376,76.43,124886,14.02
4780,4130787,385,80.11,124904,14.02
4781,4130831,224,38.29,124922,13.92
4782,4131027,195,33.17,124950,13.92
4783,4131516,163,28.2,125049,13.92
4784,4131536,334,61.44,125067,13.92
4785,4131801,51,15.86,125085,13.92
4786,4132481,56,16.76,125103,13.92
4787,4132740,583,201.26,125128,13.92
4788,4133125,49,15.48,125146,14.13
4789,4133333,158,27.53,125164,13.92
4790,4133355,248,42.69,125182,14.13
4791,4133605,233,39.92,125200,13.92
4792,4134391,423,97.36,125218,13.92
4793,4135248,240,41.21,125236,13.92
4794,4135477,252,43.42,125258,14.02
4795,4135666,312,55.68,125276,13.92
4796,4135846,227,38.83,125297,13.92
4797,4135956,152,26.78,125404,14.02
4798,4136093,440,109.25,125431,14.02
4799,4136471,339,62.98,125449,13.92
4800,4136636,161,27.93,125467,14.13
4801,4136719,307,54.48,125485,14.02
4802,4136825,262,45.24,125503,13.92
4803,4137319,94,21.5,125521,13.92
4804,4137708,60,17.43,125539,13.92
4805,4137966,222,37.96,125561,14.02
4806,4138102,368,72.93,125579,13.92
4807,4138915,211,35.96,125597,13.92
4808,4139058,112,22.94,125615,14.13
4809,4139284,224,38.29,125633,13.92
4810,4139313,335,61.77,125654,14.02
4811,4139660,259,44.69,125762,13.92
4812,4139814,190,32.33,125780,13.92
4813,4140403,369,73.42,125798,13.92
4814,4140500,63,17.91,125816,13.92
4815,4141448,150,26.54,125834,13.81
4816,4142005,255,43.96,125856,13.92
4817,4142065,287,50.23,125874,13.92
4818,4142163,192,32.67,125892,14.02
4819,4142225,225,38.48,125910,13.92
4820,4142383,428,101.58,125928,13.81
4821,4142547,323,58.48,125946,14.02
4822,4142716,496,144.49,125964,13.81
4823,4143092,166,28.62,125989,13.92
4824,4144113,639,249.88,126091,13.92
4825,4144248,240,41.21,126109,14.02
4826,4144321,199,33.86,126132,13.92
4827,4144680,675,317.99,126157,14.02
4828,4144907,487,132.65,126175,13.81
4829,4144951,143,25.74,126193,14.02
4830,4145059,143,25.74,126299,13.81
4831,4145326,417,95.2,126318,13.81
4832,4145826,284,49.41,126336,13.92
4833,4146029,255,43.96,126361,13.92
4834,4146173,169,29.05,126379,13.92
4835,4146330,348,65.64,126397,13.92
4836,4146451,280,48.67,126415,13.92
4837,4146497,352,66.89,126436,14.02
4838,4147845,172,29.49,126544,13.92
4839,4148248,236,40.44,126562,13.92
4840,4149706,81,20.25,126580,14.02
4841,4149758,487,132.65,126598,13.81
4842,4150483,275,47.73,126616,13.81
4843,4150678,243,41.74,126634,13.92
4844,4151960,280,48.67,126652,13.92
4845,4152120,115,23.18,126674,13.81
4846,4152298,304,53.73,126692,13.92
4847,4152479,184,31.36,126710,13.92
4848,4152605,169,29.05,126728,13.92
4849,4152658,284,49.41,126746,13.92
4850,4153031,327,59.28,126764,13.92
4851,4153179,99,21.91,126792,13.81
4852,4153633,79,20.03,126891,13.81
4853,4153787,231,39.55,126909,13.92
4854,4153831,252,43.42,126927,13.92
4855,4154096,167,28.76,126945,13.92
4856,4154506,143,25.74,126976,13.81
4857,4154598,184,31.36,126994,13.92
4858,4154707,639,249.88,127012,13.81
4859,4155098,103,22.23,127030,13.92
4860,4155149,403,88.99,127048,13.92
4861,4155616,404,89.13,127066,13.92
4862,4155776,147,26.19,127091,13.92
4863,4156169,467,121.56,127109,13.81
4864,4156619,280,48.67,127127,13.92
4865,4156723,167,28.76,127148,13.81
4866,4156872,271,46.93,127249,13.92
4867,4157135,231,39.55,127275,13.81
4868,4157403,419,97.2,127293,13.81
4869,4157444,131,24.54,127311,13.92
4870,4157499,337,62.3,127329,13.92
4871,4157548,164,28.34,127347,13.81
4872,4157603,380,78.12,127365,13.81
4873,4157635,67,18.51,127383,13.81
4874,4158112,255,43.96,127405,13.81
4875,4158587,271,46.93,127423,13.92
4876,4158618,428,101.58,127441,13.81
4877,4158639,185,31.51,127459,13.92
4878,4158785,263,45.37,127477,13.92
4879,4158842,291,50.97,127498,13.81
4880,4159195,161,27.93,127607,13.92
4881,4159856,319,57.64,127625,13.92
4882,4160361,380,78.12,127643,13.81
4883,4160540,88,20.96,127661,13.92
4884,4160731,92,21.32,127679,13.81
4885,4161034,124,23.92,127701,13.81
4886,4161082,284,49.41,127723,13.81
4887,4161244,307,54.48,127741,13.81
4888,4161381,432,101.61,127759,13.81
4889,4162443,284,49.41,127777,13.81
4890,4162559,270,46.71,127795,13.81
4891,4162662,167,28.76,127820,13.81
4892,4162686,255,43.96,127838,13.92
4893,4162876,273,47.25,127951,13.92
4894,4162990,337,62.3,128051,13.81
4895,4163213,158,27.53,128069,13.92
4896,4163395,432,101.61,128093,13.81
4897,4163466,51,15.86,128111,13.81
4898,4164456,319,57.64,128129,13.81
4899,4165126,302,53.3,128147,13.92
4900,4165354,159,27.66,128165,13.92
4901,4165388,403,88.99,128183,13.92
4902,4165512,236,40.44,128205,13.92
4903,4165763,600,203.87,128223,13.81
4904,4165856,166,28.62,128241,13.92
4905,4165925,184,31.36,128259,13.92
4906,4166139,319,57.64,128280,13.81
4907,4166336,231,39.55,128388,13.81
4908,4166587,176,30.09,128406,13.81
4909,4166708,270,46.71,128424,13.81
4910,4166727,268,46.26,128442,13.81
4911,4167134,233,39.92,128460,13.81
4912,4167338,241,41.39,128478,13.92
4913,4167494,199,33.86,128496,13.92
4914,4167563,224,38.29,128517,13.81
4915,4167630,271,46.93,128535,13.81
4916,4168038,588,183.26,128558,13.81
4917,4168448,79,20.03,128576,13.81
4918,4168523,143,25.74,128594,13.81
4919,4168964,153,26.9,128612,13.81
4920,4168999,206,35.07,128640,13.81
4921,4169384,376,76.43,128740,13.81
4922,4169469,51,15.86,128758,13.81
4923,4169651,271,46.93,128776,13.81
4924,4169751,337,62.3,128796,13.81
4925,4169853,222,37.96,128820,13.81
4926,4169963,415,95,128838,13.81
4927,4170368,81,20.25,128856,13.81
4928,4170399,207,35.26,128874,13.81
4929,4170432,380,78.12,128892,13.81
4930,4170674,48,15.29,128910,13.81
4931,4170727,263,45.37,128932,13.92
4932,4170883,241,41.39,128950,13.81
4933,4171128,179,30.55,128968,13.81
4934,4171332,352,66.89,128989,13.81
4935,4171445,414,93.93,129090,13.81
4936,4171789,56,16.76,129115,13.92
4937,4171866,184,31.36,129133,13.81
4938,4172020,307,54.48,129151,13.81
4939,4172440,192,32.67,129169,13.81
4940,4172618,319,57.64,129187,13.81
4941,4173182,291,50.97,129205,13.81
4942,4173521,184,31.36,129223,13.81
4943,4173592,167,28.76,129244,13.81
4944,4173841,127,24.18,129262,13.81
4945,4173899,105,22.39,129280,13.81
4946,4173961,192,32.67,129302,13.81
4947,4174050,163,28.2,129320,13.81
4948,4174090,423,97.36,129350,13.81
4949,4174289,287,50.23,129448,13.81
4950,4174833,271,46.93,129466,13.92
4951,4175038,220,37.58,129484,13.81
4952,4175821,252,43.42,129502,13.81
4953,4176116,76,19.69,129520,13.81
4954,4176230,499,141.24,129544,13.81
4955,4176539,252,43.42,129562,13.81
4956,4176882,195,33.17,129669,13.81
4957,4177184,304,53.73,129687,13.81
4958,4177242,167,28.76,129705,13.81
4959,4177579,313,56.02,129723,13.81
4960,4177864,516,149.64,129747,13.81
4961,4178032,65,18.22,129765,13.81
4962,4178123,224,38.29,129786,13.81
4963,4178270,463,119.23,129888,13.81
4964,4178615,304,53.73,129906,13.81
4965,4178877,156,27.28,129930,13.81
4966,4179152,190,32.33,129948,13.92
4967,4179216,240,41.21,129966,13.81
4968,4179472,225,38.48,129984,13.92
4969,4179492,214,36.49,130002,13.81
4970,4179707,248,42.69,130020,13.81
4971,4179748,291,50.97,130042,13.81
4972,4179916,344,64.67,130060,13.81
4973,4179979,327,59.28,130078,13.81
4974,4180196,190,32.33,130096,13.81
4975,4182489,67,18.51,130114,13.81
4976,4182535,287,50.23,130141,13.81
4977,4182725,56,16.76,130250,13.92
4978,4182774,252,43.42,130268,13.81
4979,4182890,240,41.21,130286,13.81
4980,4182938,195,33.17,130304,13.92
4981,4183107,271,46.93,130322,13.81
4982,4183189,135,24.92,130344,13.81
4983,4183502,307,54.48,130362,13.81
4984,4184330,287,50.23,130380,13.81
4985,4184362,143,25.74,130398,13.81
4986,4184806,159,27.66,130416,13.81
4987,4184969,60,17.43,130434,13.81
4988,4185276,316,56.81,130452,13.81
4989,4185625,167,28.76,130476,13.81
4990,4185822,286,49.78,130497,13.81
4991,4185999,224,38.29,130598,13.81
4992,4186155,359,69.86,130616,13.81
4993,4186414,163,28.2,130634,13.81
4994,4186577,455,117.03,130658,13.81
4995,4186772,385,80.11,130676,13.81
4996,4187804,246,42.3,130694,13.81
4997,4187902,199,33.86,130712,13.81
4998,4188920,248,42.69,130730,13.81
4999,4188982,271,46.93,130748,13.81
5000,4189140,222,37.96,130770,13.81
5001,4189255,433,104.37,130788,13.81
5002,4189443,647,246.69,130806,13.81
5003,4189481,176,30.09,130827,13.81
5004,4189663,284,49.41,130928,13.81
5005,4189807,231,39.55,130960,13.81
5006,4190159,209,35.61,130978,13.81
5007,4190194,243,41.74,130996,13.81
5008,4190361,199,33.86,131014,13.81
5009,4190757,462,120.87,131032,13.81
5010,4190925,419,97.2,131050,13.81
5011,4191016,216,36.85,131072,13.81
5012,4191080,159,27.66,131090,13.81
5013,4191117,329,59.91,131108,13.81
5014,4191188,108,22.63,131126,13.81
5015,4191318,143,25.74,131144,13.81
5016,4191531,433,104.37,131162,13.81
5017,4191807,209,35.61,131190,13.81
5018,4192573,176,30.09,131289,13.81
5019,4192828,88,20.96,131398,13.81
5020,4192876,167,28.76,131416,13.81
5021,4192933,337,62.3,131434,13.81
5022,4192996,440,109.25,131459,13.81
5023,4193323,207,35.26,131477,13.81
5024,4193526,263,45.37,131495,13.81
5025,4193639,263,45.37,131513,13.81
5026,4193873,248,42.69,131531,13.81
5027,4194045,207,35.26,131549,13.81
5028,4194506,240,41.21,131567,13.81
5029,4194674,259,44.69,131589,13.81
5030,4194821,174,29.79,131608,13.81
5031,4195490,307,54.48,131629,13.81
5032,4195693,248,42.69,131731,13.81
5033,4195717,527,155.96,131749,13.81
5034,4195849,275,47.73,131773,13.81
5035,4195937,369,73.42,131795,13.81
5036,4196751,415,95,131813,13.81
5037,4196779,199,33.86,131831,13.81
5038,4196827,368,72.93,131849,13.81
5039,4196928,152,26.78,131867,13.81
5040,4197410,263,45.37,131890,13.81
5041,4197542,199,33.86,131908,13.81
5042,4197862,176,30.09,131925,13.81
5043,4197943,216,36.85,131943,13.81
5044,4198089,323,58.48,131960,13.81
5045,4198184,199,33.86,131981,13.81
5046,4198409,387,81.05,132090,13.81
5047,4198565,323,58.48,132108,13.81
5048,4198657,529,156.43,132126,13.81
5049,4198815,216,36.85,132144,13.81
5050,4198891,152,26.78,132162,13.81
5051,4199010,240,41.21,132187,13.81
5052,4199263,207,35.26,132205,13.81
5053,4199519,423,97.36,132223,13.81
5054,4200159,152,26.78,132241,13.81
5055,4200189,179,30.55,132259,13.81
5056,4200932,243,41.74,132277,13.81
5057,4201074,193,32.84,132295,13.81
5058,4201245,62,17.75,132317,13.81
5059,4201282,51,15.86,132338,13.81
5060,4201384,601,200.55,132439,13.81
5061,4201809,487,132.65,132457,13.81
5062,4201861,323,58.48,132475,13.81
5063,4202331,224,38.29,132499,13.81
5064,4202358,419,97.2,132517,13.81
5065,4202758,184,31.36,132539,13.81
5066,4203214,371,73.82,132557,13.81
5067,4203604,289,50.47,132575,13.81
5068,4203664,280,48.67,132593,13.81
5069,4204091,192,32.67,132617,13.81
5070,4204276,174,29.79,132635,13.81
5071,4205041,440,109.25,132653,13.81
5072,4205278,401,87.91,132674,13.81
5073,4205403,224,38.29,132776,13.81
5074,4205487,71,19.06,132800,13.81
5075,4205564,372,74.27,132818,13.81
5076,4205910,192,32.67,132836,13.81
5077,4206209,620,217.12,132854,13.81
5078,4206242,220,37.58,132872,13.81
5079,4206377,403,88.99,132890,13.81
5080,4206660,199,33.86,132912,13.81
5081,4206721,248,42.69,132930,13.81
5082,4207086,384,80.08,133036,13.81
5083,4207328,199,33.86,133054,13.81
5084,4207371,184,31.36,133072,13.81
5085,4207675,172,29.49,133090,13.81
5086,4207829,76,19.69,133120,13.81
5087,4208047,294,51.51,133220,13.81
5088,4208342,207,35.26,133238,13.81
5089,4208403,422,97.97,133256,13.81
5090,4208868,83,20.46,133274,13.81
5091,4209018,78,19.92,133299,13.81
5092,4209150,847,662.39,133317,13.81
5093,4209218,207,35.26,133335,13.81
5094,4209326,243,41.74,133353,13.81
5095,4209490,270,46.71,133375,13.81
5096,4209838,220,37.58,133393,13.81
5097,4210046,254,43.77,133418,13.81
5098,4210711,319,57.64,133436,13.81
5099,4210839,214,36.49,133454,13.81
5100,4210872,265,45.75,133486,13.81
5101,4211561,224,38.29,133595,13.81
5102,4211759,284,49.41,133613,13.81
5103,4212648,280,48.67,133631,13.81
5104,4212934,297,52.13,133649,13.81
5105,4212960,108,22.63,133667,13.81
5106,4213029,248,42.69,133685,13.81
5107,4213198,243,41.74,133703,13.81
